t,x,trivial,ukf,ukfr,pf
0.0,-0.15255333851735964,0.0,0.0,0.0,0.0
0.001000100010001,-0.15319566214212482,0.1772562265978766,-0.0698219977681099,-0.0698219977681099,0.008598920762236268
0.002000200020002,-0.15285323973120124,0.17689406598283974,-0.06983046948392646,-0.06983046948392646,-0.15056851451796716
0.003000300030003,-0.15211548682935944,0.17667039832183845,-0.0698389380362292,-0.0698389380362292,-0.14978115202093206
0.004000400040004,-0.15252120074251005,0.17659037914654224,-0.06984740152630575,-0.06984740152630575,-0.14897526762669513
0.005000500050005001,-0.153235813925178,0.17656686454325485,-0.06985585805528838,-0.06985585805528838,-0.14812536376775623
0.006000600060006,-0.15413505663118904,0.17610595558441683,-0.06986430572420566,-0.06986430572420566,-0.14725071972472736
0.0070007000700070005,-0.15381436725066874,0.17593761930843704,-0.06987274263401533,-0.06987274263401533,-0.1463432650860693
0.008000800080008,-0.1545092732860818,0.17561060852983412,-0.06988116688564605,-0.06988116688564605,-0.14547321026402954
0.009000900090009001,-0.155199652419699,0.1752523981811695,-0.06988957658001316,-0.06988957658001316,-0.14454895241829657
0.010001000100010001,-0.15603278583074617,0.17503128920551062,-0.06989796981804242,-0.06989796981804242,-0.1436249414195996
0.011001100110011002,-0.15706774312251853,0.17447523107828758,-0.029657279994624405,-0.029657279994624405,-0.14266078974626847
0.012001200120012,-0.1575407783545936,0.1741550971930759,-0.02966418437600271,-0.02966418437600271,-0.17958160750562518
0.013001300130013,-0.15677443056261195,0.17411327497828333,-0.029671050970779766,-0.029671050970779766,-0.17953738974651864
0.014001400140014001,-0.15663401149049638,0.17380868221384072,-0.029677878387807055,-0.029677878387807055,-0.1795071993355815
0.015001500150015001,-0.15664837561714337,0.17350388159253297,-0.02968466525449004,-0.02968466525449004,-0.17946964241478774
0.016001600160016,-0.15709867147706164,0.17341257440890298,-0.029691410216757197,-0.029691410216757197,-0.1794066130342034
0.017001700170017002,-0.15812283327150176,0.17291657318886688,-0.029698111939024163,-0.029698111939024163,-0.17926753098920717
0.018001800180018002,-0.15893347873900357,0.17242157173780667,-0.029704769104157314,-0.029704769104157314,-0.17913379575736565
0.019001900190019003,-0.15932900062064814,0.17211598965972544,-0.029711380413441346,-0.029711380413441346,-0.17902926882281903
0.020002000200020003,-0.16017677732047797,0.17180945975076983,-0.029717944586545975,-0.029717944586545975,-0.17889658003190956
0.021002100210021003,-0.1612618894667306,0.17139367421905696,-0.18702859014435386,-0.18702859014435386,-0.1787198819761315
0.022002200220022004,-0.1611212400000155,0.17136058481939107,-0.1870996040385795,-0.1870996040385795,-0.18810863298878414
0.023002300230023004,-0.16118708523872688,0.17106010304365693,-0.18717093310616617,-0.18717093310616617,-0.18818219300340946
0.024002400240024,-0.16110014127873246,0.1708118515046917,-0.1872425482576996,-0.1872425482576996,-0.1882516416538486
0.025002500250025,-0.16112506735433332,0.1706875966827213,-0.1873144196638128,-0.1873144196638128,-0.18829180408652746
0.026002600260026,-0.16165206020113554,0.1699432356165357,-0.18738651675867324,-0.18738651675867324,-0.18831786399792452
0.027002700270027002,-0.16141109275479798,0.16967063292893123,-0.18745880824475636,-0.18745880824475636,-0.18834934224282202
0.028002800280028002,-0.16251648035122399,0.16909162045825293,-0.18753126209863158,-0.18753126209863158,-0.18837847208468625
0.029002900290029002,-0.16263927777743983,0.1688569767963311,-0.187603845577494,-0.187603845577494,-0.1883783350708894
0.030003000300030003,-0.16316187848793764,0.1686274780709099,-0.18767652522605793,-0.18767652522605793,-0.18835486832952364
0.031003100310031003,-0.16350212941021655,0.16823033479057845,-0.18565654245744603,-0.18565654245744603,-0.18830085125162693
0.032003200320032,-0.16464271420994459,0.16793696820746581,-0.18578679733901327,-0.18578679733901327,-0.17618388349710745
0.033003300330033,-0.1660812203474916,0.16752305977465662,-0.18591735327253733,-0.18591735327253733,-0.17564696171540073
0.034003400340034004,-0.16701602627237225,0.16713584753345606,-0.18604814853056917,-0.18604814853056917,-0.17509781082211306
0.035003500350035,-0.16748084329710328,0.16672539488868596,-0.18617912240107204,-0.18617912240107204,-0.17452411873031953
0.036003600360036005,-0.16788082618342928,0.16629001130208435,-0.18631021511563262,-0.18631021511563262,-0.17395000758150198
0.037003700370037,-0.16911051755497802,0.16588929174386294,-0.18644136710131276,-0.18644136710131276,-0.17335541958399547
0.038003800380038005,-0.16995947420132027,0.16528692500804762,-0.18657251812970488,-0.18657251812970488,-0.17273292828645842
0.039003900390039,-0.17063054118242546,0.16479781198296223,-0.18670360670196073,-0.18670360670196073,-0.17215028322965317
0.040004000400040006,-0.1707102330105821,0.16433810471348226,-0.18683456973168422,-0.18683456973168422,-0.17149441158821038
0.041004100410041,-0.17142539767393075,0.1635138574823527,-0.15683031529796465,-0.15683031529796465,-0.17082778780560157
0.04200420042004201,-0.17271585085829413,0.16267955647059573,-0.15577012767350062,-0.15577012767350062,-0.15628121403524586
0.043004300430043,-0.17280479329136822,0.16229473162261526,-0.15470393456455378,-0.15470393456455378,-0.15525368068113915
0.04400440044004401,-0.17418135962676193,0.16148225723952003,-0.15363205029043137,-0.15363205029043137,-0.15423614845896189
0.045004500450045004,-0.1757340180189664,0.16078765618706797,-0.1525547949525854,-0.1525547949525854,-0.1532025743206163
0.04600460046004601,-0.17704763489612346,0.15995779716032282,-0.15147249432222587,-0.15147249432222587,-0.15216679047029835
0.047004700470047005,-0.178829320878574,0.15940121713372862,-0.1503854796531905,-0.1503854796531905,-0.1511553699363707
0.048004800480048,-0.18053724521646056,0.15865775667658572,-0.14929408745533124,-0.14929408745533124,-0.15008607808155047
0.049004900490049005,-0.18154180674850884,0.15799274719257944,-0.14819865926398013,-0.14819865926398013,-0.1490418327901009
0.05000500050005,-0.18255951262210163,0.15745277322686474,-0.14709954143511839,-0.14709954143511839,-0.14802585611435778
0.051005100510051006,-0.184273255673218,0.15641893429291304,-0.15104622952527638,-0.15104622952527638,-0.14695258406096384
0.052005200520052,-0.18442796773154976,0.1557498774982153,-0.14998950288998003,-0.14998950288998003,-0.14492106317714504
0.05300530053005301,-0.1860465827954997,0.1548145157804341,-0.14892601054498167,-0.14892601054498167,-0.14380268287292913
