,t,x,trivial,ukf,ukfr,pf
0,0.0,0.08417352039118571,3e-07,3e-07,3e-07,3e-07
1,0.001000100010001,0.08502985958118559,0.06805096485041877,0.12375697526603816,0.12375697526603816,0.28835038715719563
2,0.002000200020002,0.08584703588090342,0.06822907087858934,0.12373954286929326,0.12373954286929326,6.985106400253958e-05
3,0.003000300030003,0.0865940817311447,0.06864578777052965,0.1237257154277034,0.1237257154277034,8.772432549039949e-05
4,0.004000400040004,0.0876248798682291,0.06872294913283697,0.1237155128134938,0.1237155128134938,0.00011063001259955949
5,0.005000500050005001,0.08889678034170893,0.0690463434817624,0.12370896457574827,0.12370896457574827,0.0001372114036746597
6,0.006000600060006,0.08977867979976983,0.06917514117187636,0.12370610994140674,0.12370610994140674,0.000168519505413902
7,0.0070007000700070005,0.09075745580106351,0.0694854454664032,0.12370699781612092,0.12370699781612092,0.00020463826631085522
8,0.008000800080008,0.09174580406794162,0.06979408863939049,0.1237116867849703,0.1237116867849703,0.0002453469449472638
9,0.009000900090009001,0.09311736173586076,0.06987376661445177,0.1237202451130423,0.1237202451130423,0.00029092049058611114
10,0.010001000100010001,0.09512061334163079,0.07024835213127226,0.12373275074587904,0.12373275074587904,0.00034107464265898437
11,0.011001100110011002,0.09591550167971127,0.07069973935195586,0.01820999360811104,0.01820999360811104,0.0003962291019328637
12,0.012001200120012,0.09765287092298222,0.0710148889333288,0.018210300847459563,0.018210300847459563,8.04787683491861e-06
13,0.013001300130013,0.09804264552322864,0.07113255860284103,0.01821473327465029,0.01821473327465029,8.32134323166288e-06
14,0.014001400140014001,0.09858971288496816,0.07132363266784533,0.01822340752666543,0.01822340752666543,8.584915190124764e-06
15,0.015001500150015001,0.09965640016264316,0.07143094140080937,0.018236449919840563,0.018236449919840563,8.913892500865074e-06
16,0.016001600160016,0.09920456134727845,0.07156880354166503,0.018253996449256835,0.018253996449256835,9.146308715375875e-06
17,0.017001700170017002,0.10037275759277714,0.07166555346373099,0.018276192787952877,0.018276192787952877,9.442963593075422e-06
18,0.018001800180018002,0.10074740242643952,0.07178798568036554,0.018303194285949655,0.018303194285949655,9.660216886095301e-06
19,0.019001900190019003,0.101571110404322,0.0720333361658123,0.018335165969079668,0.018335165969079668,1.0298205564936648e-05
20,0.020002000200020003,0.10245001615468792,0.0723095392684726,0.018372282537611202,0.018372282537611202,1.0843838774834864e-05
21,0.021002100210021003,0.10372778014480652,0.07256076597489454,0.008855030703266115,0.008855030703266115,1.1347502906547012e-05
22,0.022002200220022004,0.1045410423066742,0.07273406038232921,0.008890148453657763,0.008890148453657763,0.00017782329717416214
23,0.023002300230023004,0.10645942762093352,0.07291162052065805,0.008930763221706094,0.008930763221706094,0.0002278285931159129
24,0.024002400240024,0.1076403987242434,0.07302769520434811,0.008977087720555612,0.008977087720555612,0.00028506517914301686
25,0.025002500250025,0.10852939751001012,0.07313597800598395,0.009029344305759157,0.009029344305759157,0.00035018302015832564
26,0.026002600260026,0.10946407068909914,0.07351882543378416,0.009087764969451238,0.009087764969451238,0.00042337698386902097
27,0.027002700270027002,0.11043690932963879,0.07372900000169823,0.009152591333896577,0.009152591333896577,0.0005045845664647178
28,0.028002800280028002,0.11165194076440496,0.07383428709643333,0.00922407464441909,0.00922407464441909,0.0005936862601674215
29,0.029002900290029002,0.11271907748643976,0.07408441776050631,0.009302475761726915,0.009302475761726915,0.0006898692573128023
30,0.030003000300030003,0.11403552688135184,0.07442588428075214,0.009388065153659515,0.009388065153659515,0.0007948009714872209
31,0.031003100310031003,0.11560349998225958,0.07460824092029793,0.0004897253867982825,0.0004897253867982825,0.0009102780832256201
32,0.032003200320032,0.11696213281106965,0.07478717180398296,0.0005047901487879514,0.0005047901487879514,0.0004913216126890895
33,0.033003300330033,0.11870097020379253,0.07505753273518045,0.0005262889657746604,0.0005262889657746604,0.0005571827724192387
34,0.034003400340034004,0.12061925881172361,0.07520426254933218,0.0005545040547591578,0.0005545040547591578,0.0006269562913398709
35,0.035003500350035,0.12133568956141089,0.07531496011819783,0.000589726391135437,0.000589726391135437,0.0007034925320771602
36,0.036003600360036005,0.12166153437212034,0.0754182494705629,0.0006322556895693847,0.0006322556895693847,0.0007838055229356605
