t,x,trivial,ukf,ukfr,pf
0.0,-0.26333049305037837,0.0,0.0,0.0,0.0
0.001000100010001,-0.2602556070421985,-0.17498589925266006,0.12120171521640907,0.12120171521640907,0.013859239995270087
0.002000200020002,-0.2573765562172221,-0.1721964587366988,0.12360190724810804,0.12360190724810804,-0.2724975044539279
0.003000300030003,-0.25438049661277057,-0.1696116607640084,0.12600120299645967,0.12600120299645967,-0.2702597095405422
0.004000400040004,-0.2509383642182828,-0.1667913330481123,0.12839906452087657,0.12839906452087657,-0.26807709817157804
0.005000500050005001,-0.247819188496977,-0.1640863541470418,0.13079495383794582,0.13079495383794582,-0.2658460823157545
0.006000600060006,-0.2448619149408624,-0.16134476396062344,0.13318833293400578,0.13318833293400578,-0.2636368457968028
0.0070007000700070005,-0.2416862905513229,-0.1584610571589505,0.13557866377626482,0.13557866377626482,-0.26144926041034494
0.008000800080008,-0.2382128745341953,-0.1555314472259124,0.13796540832213555,0.13796540832213555,-0.2592407319959629
0.009000900090009001,-0.2342671895252048,-0.15259468068084497,0.14034802852666495,0.14034802852666495,-0.25704662059057
0.010001000100010001,-0.2324460701344431,-0.14950758960944027,0.14272598634799172,0.14272598634799172,-0.25485588890318006
0.011001100110011002,-0.22854912262536542,-0.14424964110892616,-0.09949820380285698,-0.09949820380285698,-0.2526396771481358
0.012001200120012,-0.22608155392146065,-0.1416008031314437,-0.09713120141125486,-0.09713120141125486,-0.2601586110477156
0.013001300130013,-0.223995887088387,-0.13875110883229602,-0.09477047418002571,-0.09477047418002571,-0.25793535554484265
0.014001400140014001,-0.22099455946026514,-0.13612800196402777,-0.09241656067834314,-0.09241656067834314,-0.25575280258930166
0.015001500150015001,-0.21801977000069556,-0.13367065163274466,-0.09006999961522832,-0.09006999961522832,-0.2535699375011026
0.016001600160016,-0.21450099143561496,-0.13076623646362945,-0.08773132985890753,-0.08773132985890753,-0.2513999359803947
0.017001700170017002,-0.21184024604926394,-0.12793699133146674,-0.08540109045551691,-0.08540109045551691,-0.2492235692781013
0.018001800180018002,-0.2092567178164547,-0.1250472257167782,-0.0830798206465182,-0.0830798206465182,-0.24705363679275347
0.019001900190019003,-0.2067063406873872,-0.1222070734362263,-0.08076805988411251,-0.08076805988411251,-0.2448375686421208
0.020002000200020003,-0.2039401970240053,-0.11949006289059512,-0.0784663478440446,-0.0784663478440446,-0.2426356356848462
0.021002100210021003,-0.2013898215237929,-0.11688458966097877,-0.20882107608586833,-0.20882107608586833,-0.2404645400756857
0.022002200220022004,-0.19887666542815072,-0.11414210134941763,-0.20653715545824003,-0.20653715545824003,-0.18527127536587848
0.023002300230023004,-0.19556209863647717,-0.11143531146593766,-0.20426481258700457,-0.20426481258700457,-0.18241980401495123
0.024002400240024,-0.19274504275458781,-0.10850553182911286,-0.2020045875241343,-0.2020045875241343,-0.17955076828672234
0.025002500250025,-0.19015985873645422,-0.10571636997187661,-0.19975702063458156,-0.19975702063458156,-0.1767081065537469
0.026002600260026,-0.1869230328623011,-0.10303816318602252,-0.19752265252078782,-0.19752265252078782,-0.17383919312804205
0.027002700270027002,-0.18310051008804049,-0.10023703163739443,-0.19530202393497476,-0.19530202393497476,-0.17100513099347064
0.028002800280028002,-0.18107009010238884,-0.09781769544112823,-0.19309567568314412,-0.19309567568314412,-0.16818090298612512
0.029002900290029002,-0.17878374531368504,-0.09518238915903861,-0.19090414852526383,-0.19090414852526383,-0.16532231767661126
0.030003000300030003,-0.17576503138610125,-0.09228264492594453,-0.18872798307608418,-0.18872798307608418,-0.1624690426903265
0.031003100310031003,-0.1720116972560402,-0.08941534287941764,-0.15942745232038955,-0.15942745232038955,-0.15962336718415074
0.032003200320032,-0.1692600814566926,-0.08660092559423749,-0.15733941647806882,-0.15733941647806882,-0.1578731854933278
0.033003300330033,-0.1667727188904417,-0.08399979834973352,-0.1552674021060696,-0.1552674021060696,-0.15502155393083672
